"Category","Skill","Directory","Source","Description"
"开发者工具、代码与 DevOps","buildkite-automation","buildkite-automation","用户安装","Automate Buildkite tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","cloudflare-browser-rendering-automation","cloudflare-browser-rendering-automation","用户安装","Automate Cloudflare Browser Rendering tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","codacy-automation","codacy-automation","用户安装","Automate Codacy tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","datadog-logs","datadog-logs","用户安装","Query and filter Datadog logs from the shell using the Composio CLI. Run scoped log searches, pivot across services/environments, and export structured JSON for downstream agents instead of click-driving the Datadog UI."
"开发者工具、代码与 DevOps","deploy-pipeline","deploy-pipeline","用户安装","Run end-to-end deploy pipelines across Stripe, Supabase, and Vercel using the Composio CLI. Promote Stripe products, push Supabase migrations, ship Vercel deployments, and verify with post-deploy checks — all from one script."
"开发者工具、代码与 DevOps","gh-address-comments","gh-address-comments","用户安装","Help address review/issue comments on the open GitHub PR for the current branch using gh CLI; verify gh auth first and prompt the user to authenticate if not logged in."
"开发者工具、代码与 DevOps","gh-fix-ci","gh-fix-ci","用户安装","Inspect GitHub PR checks with gh, pull failing GitHub Actions logs, summarize failure context, then create a fix plan and implement after user approval. Use when a user asks to debug or fix failing PR CI/CD checks on GitHub Actions and wants a plan + code changes; for external checks (e.g., Buildkite), only report the details URL and mark them out of scope."
"开发者工具、代码与 DevOps","googlebigquery-automation","googlebigquery-automation","用户安装","Automate Google BigQuery tasks via Rube MCP (Composio): run SQL queries, explore datasets and metadata, execute MBQL queries via Metabase integration. Always search tools first for current schemas."
"开发者工具、代码与 DevOps","grafbase-automation","grafbase-automation","用户安装","Automate Grafbase tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","honeybadger-automation","honeybadger-automation","用户安装","Automate Honeybadger tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","hyperbrowser-automation","hyperbrowser-automation","用户安装","Automate Hyperbrowser tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","influxdb-cloud-automation","influxdb-cloud-automation","用户安装","Automate Influxdb Cloud tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","launch_darkly-automation","launch_darkly-automation","用户安装","Automate LaunchDarkly tasks via Rube MCP (Composio): feature flags, environments, segments, and rollout management. Always search tools first for current schemas."
"开发者工具、代码与 DevOps","LaunchDarkly Automation","launch-darkly-automation","用户安装","Automate LaunchDarkly feature flag management -- list projects and environments, create and delete trigger workflows, and track code references via the Composio MCP integration."
"开发者工具、代码与 DevOps","Neon Automation","neon-automation","用户安装","Automate Neon serverless Postgres operations -- manage projects, branches, databases, roles, and connection URIs via the Composio MCP integration."
"开发者工具、代码与 DevOps","New Relic Automation","new-relic-automation","用户安装","Automate New Relic observability workflows -- manage alert policies, notification channels, alert conditions, and monitor applications and browser apps via the Composio MCP integration."
"开发者工具、代码与 DevOps","new_relic-automation","new_relic-automation","用户安装","Automate New Relic tasks via Rube MCP (Composio): APM, alerts, dashboards, NRQL queries, and infrastructure monitoring. Always search tools first for current schemas."
"开发者工具、代码与 DevOps","npm-automation","npm-automation","用户安装","Automate NPM tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","pingdom-automation","pingdom-automation","用户安装","Automate Pingdom tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","plasmic-automation","plasmic-automation","用户安装","Automate Plasmic tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","prisma-automation","prisma-automation","用户安装","Automate Prisma tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","Productboard Automation","productboard-automation","用户安装","Automate product management workflows in Productboard -- manage features, notes, objectives, components, and releases through natural language commands."
"开发者工具、代码与 DevOps","productlane-automation","productlane-automation","用户安装","Automate Productlane tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","project-bubble-automation","project-bubble-automation","用户安装","Automate Project Bubble tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","pr-review-ci-fix","pr-review-ci-fix","用户安装","Automated PR review and CI auto-fix for GitHub and GitLab using the Composio CLI. Pulls diffs, fetches failing job logs, posts review comments, and loops fix commits until checks go green."
"开发者工具、代码与 DevOps","sentry-triage","sentry-triage","用户安装","Diagnose Sentry issues without copy-pasting stack traces. Uses the Composio CLI to pull issue details, events, breadcrumbs, and suspect commits, then maps the frames to local source so the agent can propose a fix directly."
"开发者工具、代码与 DevOps","seqera-automation","seqera-automation","用户安装","Automate Seqera tasks via Rube MCP (Composio). Always search tools first for current schemas."
"开发者工具、代码与 DevOps","Shortcut Automation","shortcut-automation","用户安装","Automate project management workflows in Shortcut -- create stories, manage tasks, track epics, and organize workflows through natural language commands."
